Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Shcherbak A.","56204912700;","The impact of tolerance on economic modernization in a comparative perspective",2013,"Foresight Russia",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902441406&doi=10.17323%2f1995-459X.2013.4.6.15&partnerID=40&md5=46840302cba435f93ec46a65f42606f7","For the majority of countries modernization of any kind is an important part of the political agenda. Policy-makers and experts are challenged to elucidate its distinct paths in different economies, to show why some countries succeed and others fail on their way towards modernization, and to identify the factors that make success stories. In this case, close attention is paid to the linkages between modernization and value systems, in particular, to tolerance. The aim of this paper is to test empirically the assumption that tolerance exerts a significant positive influence on modernization (which is understood in its 'narrow' sense as economic and technological development) as well as the contribution of an enabling mechanism - political institutions. The theoretical frameworks of our study are the cultural modernization approach by Ronald Inglehart and the concept of the ""creative class"" by Richard Florida. We used data from 58 countries over 1996-2008, retrieved from the World Values Survey, as well as from the World Bank databases ""World Development Indicators"" and ""Worldwide Governance Indicators"". The analysis confirmed that tolerance does have a significant impact on modernization in terms of transition towards a post-industrial (innovation) economy. This process is associated with the emergence of a specific social class - a creative class. Tolerance, expressed as a tolerant attitude towards homosexuality, gender equality, and a decrease in xenophobia, is a crucial prerequisite in establishing and maintaining favorable conditions for attracting creative people. Two distinct patterns of modernization are revealed, depending on the level of social tolerance: a tolerant model and a catch-up model. The post-industrial economy requires the formation of a relevant society based on the values of self-expression. However, some countries try to build a post-industrial economy without building a post-industrial society, although the probability of success in this case is rather low. This catch-up model focuses on investment, a lower-level of tolerance, and weak political institutions. The latter matter especially, and they seem to be the causal mechanism to ensure the linkages between tolerance and successful modernization. First of all, the linkage emerges from the rule of law and control of corruption. Institutions are regarded as a key element in the tolerant model of modernization, ensuring creative people to maintain openness, diversity, and protection of their interests, including the right to identity. Catch-up strategy, in contrast, puts the main emphasis not on values and strengthening institutions, but on higher investment rates.","Creative class; Cultural change; Innovation; Institutions; Investment; Modernization; Tolerance",,"Russian",Article,Scopus,2-s2.0-84902441406
"Gnatyshak D.V., Ignatov D.I., Kuznetsov S.O.","55420752100;56926915100;7202573378;","From triadic FCA to triclustering: Experimental comparison of some triclustering algorithms",2013,"CEUR Workshop Proceedings",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902292659&partnerID=40&md5=9373a5ad5ac9bcd928f6531fcfe329dd","In this paper we show the results of the experimental comparison of five triclustering algorithms on real-world and synthetic data wrt. resource efficiency and 4 quality measures. One of the algorithms, the OAC-triclustering based on prime operators, is presented first time in this paper. Interpretation of results for real-world datasets is provided. © paper author(s), 2013.","Data mining; Formal concept analysis; Triadic data; Triclustering","Algorithms; Data mining; Human computer interaction; Information analysis; Experimental comparison; Quality measures; Real-world; Real-world datasets; Resource efficiencies; Synthetic data; Triadic data; Triclustering; Formal concept analysis","English",Conference Paper,Scopus,2-s2.0-84902292659
"Beisswenger M.","56062372300;","Was Lev Gumilev a ""Eurasianist?"": A new look at his postwar contacts with Petr Savitskii",2013,"Ab Imperio",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901943825&doi=10.1353%2fimp.2013.0004&partnerID=40&md5=298e6633bcacdc1e49f7fcf56450552c","This article reexamines the personal and intellectual contacts between P. N. Savitskii and L. N. Gumilev during the 1950s and 1960s in order to assess the validity of Gumilev's claims to be ""the last Eurasianist."" These contacts are placed within the context of Savitskii's dynamic intellectual biography. It is argued that after World War II, when his contacts with Gumilev took place, Savitskii himself had already abandoned the central ideas of ""classical"" Eurasianism and, thus, strictly speaking ceased to be a Eurasianist. At least since the late 1930s Savitskii's ""classical"" Eurasianist historiosophical and political ideas developed into a new, explicitly anti-Western and pro-Soviet, yet still anticommunist conceptual framework that can be called ""trans-Eurasianism."" It was Savitskii's ""trans-Eurasianism"" that brought him intellectually close to Gumilev. By adding this transitional stage to Savitskii's intellectual odyssey we can better explain both continuities and discontinuities between ""classical"" and neo-Eurasianism.",,,"English",Article,Scopus,2-s2.0-84901943825
"Styrin E., Dmitrieva N., Zhulin A.","53865533400;56158034600;53865773700;","Openness evaluation framework for public agencies",2013,"ACM International Conference Proceeding Series",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900440501&doi=10.1145%2f2591888.2591964&partnerID=40&md5=f3b36a65fe59f41d0fd3da9bf4d46613","This paper discusses holistic approach to the evaluation of the public agencies openness based on authors' research in Russia. Openness in this paper is understood as new paradigm for governance which comprises certain tools and methods as well as evaluation criteria for them. The measurement framework comprises evolution levels for the open government tools. The framework may serve as a self-survey evaluation pattern for the public agency. The openness evaluation framework presumes further participation in evaluation both for the experts and the society. Copyright © 2013 by the Association for Computing Machinery, Inc.","Open government; Open government tools; Openness evaluation framework; Openness evolution stages","Government data processing; Evaluation criteria; Evaluation framework; Holistic approach; Open government; Public agencies; Tools and methods; Tools","English",Conference Paper,Scopus,2-s2.0-84900440501
"Lyulko Ya.A.","36634789600;","On the distribution of maxima of a skew Brownian motion and a skew random walk on some random time intervals",2013,"Russian Mathematical Surveys",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899705507&doi=10.1070%2fRM2013v068n06ABEH004871&partnerID=40&md5=6f456a2335098d8ff4d71403230d7a52",[краткое описание не найдено],,,"English",Short Survey,Scopus,2-s2.0-84899705507
"Komarov M.M., Kabanov D.A.","6603888073;56119003300;","Standardization of innovations in Russia",2013,"Proceedings of the 8th International Conference on Standardization and Innovation in Information Technology, SIIT 2013",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898776444&doi=10.1109%2fSIIT.2013.6774576&partnerID=40&md5=3d47971c0acdca43bff53155baa24236","In terms of actual tendency of innovations being the driven part of the world economy development it is necessary to describe the situation with innovations and standardization in Russia. The article is describing Russian innovations eco-system, regulations in innovations and standardization of innovations. Main standardization bodies and challenges in standardization are briefly described. Possible ideas for the development of innovations system in Russia are proposed. © 2013 IEEE.",,"Economic analysis; Information technology; World economy; Standardization","English",Conference Paper,Scopus,2-s2.0-84898776444
"Aleskerov F., Egorova L., Gokhberg L., Myachin A., Sagieva G.","7003947309;55611939400;6508192345;56117933000;55903734500;","Pattern analysis in the study of science, education and innovative activity in Russian regions",2013,"Procedia Computer Science",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898757030&doi=10.1016%2fj.procs.2013.05.089&partnerID=40&md5=9e7ac302329e94a666172e5565b580ec","We describe the method of pattern analysis and the results of its application to the problem of analyzing the development of science, education and the success of innovative activity in the regions of the Russian Federation. We examine characteristics of the regions of Russia such as the level of socio-economic conditions and the potential and efficiency of science, education and innovative activity from 2007 to 2010. Also we obtain a classification of regions by the similarity of the internal structure of these indicators, construct trajectories of regional development over time, and find groups of regions carrying out similar strategies. © 2013 The Authors. Published by Elsevier B.V.","Cluster analysis; Education; Innovative activity; Pattern; Regions of the Russian Federation; Science",,"English",Conference Paper,Scopus,2-s2.0-84898757030
"Podinovski V.V.","55996020400;","Potential optimality of pareto optima",2013,"Procedia Computer Science",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898754375&doi=10.1016%2fj.procs.2013.05.141&partnerID=40&md5=8f350a0939c5e91f859040b264b09409","In this paper the notion of potential optimality without an assumption that a value function exists is used to investigate multicriterial optimization problems. Our results show that the notions of potential optimality and strong Pareto optimality (weak Pareto optimality, properly Pareto optimality) are equivalent for special forms of objective functions which are increasing with respect to strong Pareto relation (weak Pareto relation). © 2013 The Authors. Published by Elsevier B.V.","Multicriteria optimization problems; Pareto optimality; Potential optimality",,"English",Conference Paper,Scopus,2-s2.0-84898754375
"Tsukanova O.A., Maltseva S.V.","56022228800;56022395900;","On the evolutionary process of network state space texturing",2013,"Proceedings - 2013 IEEE International Conference on Business Informatics, IEEE CBI 2013",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898666081&doi=10.1109%2fCBI.2013.65&partnerID=40&md5=032f05e7b8acff703659a7933c8845e6","Different types of mathematical models (both classical and innovative) of the social networks are considered. Conceptual approach to methodology of network community control on the base of textured state space is offered and proofed. Network community is considered as an aggregate information resource, composed of the subject clusters. © 2013 IEEE.","Aggregate information resource; Multy-layered texture; Network community evolution","Aggregates; Information science; Mathematical models; Conceptual approaches; Evolutionary process; Information resource; Network communities; Network state; Network layers","English",Conference Paper,Scopus,2-s2.0-84898666081
"Egorov V.S.","55661061500;","Scientific book literature in a digital society",2013,"Scientific and Technical Information Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898655981&doi=10.3103%2fS0147688213040084&partnerID=40&md5=9a0e8351e321e48d35b9582da32dbede","blishing in a digital society are analyzed. The concept of the e-book is described. The role and functions of publishing houses focused on the publication of scientific literature are reviewed. The differences between the use of copyrights for scientific literature and all other types of publications are specified. In those cases where the government contributes to the funding of scientific literature through research foundations, it is proposed to limit the role of publishing houses to technical functions related to layout design and thus ensure the subsequent inclusion of scientific publications in open free access. The possibility of expanding the list of scientific literature items that can be supported publicly is justified. The need to legally support the digitalization of scientific literature published in the Soviet Union and its subsequent inclusion into open access is discusse. © 2013 Allerton Press, Inc.","copyright; e-book; electronic text; open access; scientific editing","Electronic publishing; e-book; electronic text; Open Access; Publishing house; scientific editing; Scientific literature; Scientific publications; Technical functions; Copyrights","English",Article,Scopus,2-s2.0-84898655981
"Dorofeev A.","56114596900;","Development of internet-based applications for fleet management and logistics",2013,"Proceedings - 2013 IEEE International Conference on Business Informatics, IEEE CBI 2013",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898652883&doi=10.1109%2fCBI.2013.69&partnerID=40&md5=fc7a2dfb93efe7d3ab6504dee3506157","At present, the effective management of logistics to some extent provides tangible benefits in the development of any business. Under current conditions, the inventory transactions are inextricably related to the information streams. Moreover, data are circulated not only within the corporate information ERP-systems, but also generated in other material objects, which include vehicles and various equipment for road infrastructure. This gives an opportunity to control the operation of commercial and public transport, and logistical operations online. Thus, the main trend of information CSMsystems development considered in this article is the increasing 'intellectualization' that is just in the beginning of its practical application in enterprises practical activity. © 2013 IEEE.","Fleet Management; Intelligent Transportation System; Internet of Things; RFID","Information science; Intelligent systems; Internet; Logistics; Radio frequency identification (RFID); Corporate information; Fleet management; Intelligent transportation systems; Internet of Things (IOT); Internet-based applications; Inventory transactions; Logistical operations; Road infrastructures; Fleet operations","English",Conference Paper,Scopus,2-s2.0-84898652883
"Tatarko A.N.","8440401400;","Socio-psychological capital and person's entrepreneurial activity",2013,"Psikhologicheskii Zhurnal",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898478625&partnerID=40&md5=b15678d4360b2e66bb4d3adc4da567b7","New notion ""socio-psychological capital"" is proposed and operationalized. From the author's point of view, socio-psychological capital is a certain psychological relations that are a basis for social capital forming. I. Ajzen's theory of planned behavior is used as theoretical bases for entrepreneurial behavior study. It is shown that there is an influence of some components of socio-psychological capital (institutional trust, social trust and perceived social capital) on socio-cognitive phenomena underlying the intention to open person's own business. It is stated that socio-psychological capital does not influence directly on intention to open one's own business.","Entrepreneurial behavioe; Socio-psychological capital; Theory of planned behavior",,"Russian",Article,Scopus,2-s2.0-84898478625
"Porshnev A., Redkin I., Shevchenko A.","56109471800;56109245700;56109538900;","Machine learning in prediction of stock market indicators based on historical data and data from twitter sentiment analysis",2013,"Proceedings - IEEE 13th International Conference on Data Mining Workshops, ICDMW 2013",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898047873&doi=10.1109%2fICDMW.2013.111&partnerID=40&md5=1b12fc9ced3f318b3810c5d0032b1e18","Development of linguistic technologies and penetration of social media provide powerful possibilities to investigate users' moods and psychological states of people. In this paper we discussed possibility to improve accuracy of stock market indicators predictions by using data about psychological states of Twitter users. For analysis of psychological states we used lexicon-based approach, which allow us to evaluate presence of eight basic emotions in more than 755 million tweets. The application of Support Vectors Machine and Neural Networks algorithms to predict DJIA and S&amp;P500 indicators are discussed. © 2013 IEEE.","Mood; Neural Networks; Prediction; Psychological states; Stock market indicators; Support Vectors Machine; Twitter","Commerce; Data mining; Finance; Neural networks; Social networking (online); Mood; Psychological state; Stock market; Support vectors machine; Twitter; Forecasting","English",Conference Paper,Scopus,2-s2.0-84898047873
"Bezzubtseva A., Ignatov D.I.","55940340100;56926915100;","The early booking effect and other determinants of hotel room prices in Europe",2013,"Proceedings - IEEE 13th International Conference on Data Mining Workshops, ICDMW 2013",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898030513&doi=10.1109%2fICDMW.2013.32&partnerID=40&md5=195d49e3954ba203265282e09d3dd36b","This paper presents a preliminary analysis of hotel room prices in several European cities based on the data from Booking.com website. The main question raised in the study is whether early booking is advantageous indeed, and if so, how early should it be? First a script was developed to download more than 600 thousand hotel offers for reservations from 25 March 2013 to 17 March 2014. Then an attempt to discover more details concerning the early booking effect was made via basic statistics, graphical data representation and hedonic pricing analysis. It was revealed that making reservations in advance can be really gainful, although more data and research are needed to measure the exact numbers, as they depend on at least seasonality and city. © 2013 IEEE.","Price analysis; Regression models","Data mining; Hotels; Regression analysis; European cities; Graphical data; Hedonic pricing analysis; Preliminary analysis; Price-analysis; Regression model; Seasonality; Costs","English",Conference Paper,Scopus,2-s2.0-84898030513
"Kalashnikov A.","56103514100;","Usual and occasional equivalents of charactonyms: Case-study of two translations [Obvyklé a občasné ekvivalenty jmen literárních postav: Případová studie dvojího překladu]",2013,"Acta Onomastica",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897760442&partnerID=40&md5=e0e59f7cd46b8afbb112000b961d3811",[краткое описание не найдено],"Charactonyms; Onymic space; Translation",,"Czech",Article,Scopus,2-s2.0-84897760442
"Vinogradov A.","57190752637;","Saint parasceve of iconium and her «lost» greek acts",2013,"Analecta Bollandiana",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897624562&doi=10.1484%2fJ.ABOL.5.101459&partnerID=40&md5=daa00a5760d84236fc342754708d9502",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84897624562
"Karpov V.E.","54926527800;","Methodological problems in evolutionary computation",2013,"Scientific and Technical Information Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897062602&doi=10.3103%2fS0147688213050031&partnerID=40&md5=3e269bbf9d5a61704c120483e3864fdd","This paper critically examines a number of methodological issues of evolutionary computations. The conclusion is made that under the existing notions the evolutionary branch of AI is unlikely to go beyond search optimization methods. A number of issues, whose solution could turn evolutionary computing into the truly mainstream of development of intelligent systems, are provided. © 2013 Allerton Press, Inc.","artificial intelligence; genetic algorithms; simulated evolution","Artificial intelligence; Genetic algorithms; Intelligent systems; Evolutionary computing; Methodological problems; Search optimization method; Simulated evolutions; Evolutionary algorithms","English",Article,Scopus,2-s2.0-84897062602
"Bashlykov A.A.","6505822301;","Visual representation of the condition of a complex technological controlled facility",2013,"Scientific and Technical Information Processing",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897036863&doi=10.3103%2fS014768821305002X&partnerID=40&md5=98a32cfc018bf2e84971d2de2a363258","Issues related to the use of various means of visual representation of the condition of a complex technological controlled facility, specifically, methods of cognitive graphics, are discussed. Nuclear-power facilities and oil-pipeline transportation systems are presented as two examples of complex facilities. The importance of the visual representation of the anomalous condition of controlled facilities while addressing the problems of condition diagnostics and making the appropriate decisions is discussed. Cognitive images that are applied by decision-support systems, the intelligent user interface of a nuclear-power-plant unit operator, and an oil pipeline system dispatcher are described. © 2013 Allerton Press, Inc.","cognitive computer graphics; cognitive image; decision-support systems; human operator; image thinking; intelligent operator interface; visual representation of the condition","Computer graphics; Cognitive computers; cognitive image; Human operator; image thinking; Intelligent operator; Visual representations; Decision support systems","English",Article,Scopus,2-s2.0-84897036863
"Chetverikov V.M., Saenko V.S., Tyutnev A.P.","16502510000;7103137190;7005402871;","Relative permittivity of the dielectric composite with small doping of conductive nanoparticles",2013,"IEEE International Conference on Adaptive Science and Technology, ICAST",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896462738&doi=10.1109%2fICASTech.2013.6707491&partnerID=40&md5=2599dd283c8e7cc2c7296de031f601f1","We find and investigate the effect of an anomalous increase in the relative dielectric permittivity of a model composite dielectric consisting of a binder (paraffin) and a filler (100 nm particles of technical carbon). It is shown that the relative dielectric permittivity increases by more than 5 times compared with the estimated value for the mixture. The model was developed on the basis of the tendency of the conducting carbon nanoparticles to aggregate into electric dipoles preserving the anomalously large permittivity of the composite. It is shown that the effect depends on the preparation technology. If the melt solidification occurs under ultrasound vibrations the effect decreases by a factor of 3. The proposed model can be successfully used to develop space oriented composites because they should have enhanced conductivity combined with the low relative dielectric permittivity. © 2013 IEEE.","anomalous permittivity; composite; conductive additive; ultrasound","Carbon; Composite materials; Nanoparticles; Permittivity; Ultrasonics; Carbon Nano-Particles; Conductive additives; Conductive nanoparticles; Dielectric composites; Enhanced conductivity; Preparation technology; Relative dielectric permittivity; Relative permittivity; Technology","English",Conference Paper,Scopus,2-s2.0-84896462738
"Bautin G.A., Kalyagin V.A., Koldanov A.P.","55630568100;13002922100;6603418986;","Comparative analysis of two similarity measures for the market graph construction",2013,"Springer Proceedings in Mathematics and Statistics",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893517352&doi=10.1007%2f978-1-4614-8588-9_3&partnerID=40&md5=0c1a1803ae94735a73f74c28960f7b6b","Market graph is built on the basis of some similarity measure for financial asset returns. The chapter considers two similarity measures: classic Pearson correlation and sign correlation. We study the associated market graphs and compare the conditional risk of the market graph construction for these two measures of similarity. Our main finding is that the conditional risk for the sign correlation is much better than for the Pearson correlation for larger values of threshold for several probabilistic models. In addition, we show that for some model the conditional risk for sign correlation dominates over the conditional risk for Pearson correlation for all values of threshold. These properties make sign correlation a more appropriate measure for the maximum clique analysis. © Springer Science+Business Media New York 2013.","Conditional risk; Market graph; Network market analysis; Pearson correlation; Sign correlation; Similarity measures","Commerce; Correlation methods; Comparative analysis; Financial asset returns; Graph construction; Maximum clique analysis; Network markets; Pearson correlation; Probabilistic models; Similarity measure; Risk assessment","English",Conference Paper,Scopus,2-s2.0-84893517352
"Koldanov P.A.","55630761900;","Efficiency analysis of branch network",2013,"Springer Proceedings in Mathematics and Statistics",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893440256&doi=10.1007%2f978-1-4614-8588-9_5&partnerID=40&md5=4295d7f51f3b262307df387668d340e5","The problem of comparison of several branches efficiency is formulated as a multiple decision problem. The main difficulty to handle this problem lies in the compatibility condition. Solution of this difficulty, based on a method of combination of testing compatible generating hypotheses is given. The additivity condition of the loss function is investigated. This condition is used to construct the optimal multiple decision statistical procedures for comparison of network branches efficiency. Some examples are given. © Springer Science+Business Media New York 2013.","Additivity of the loss function; Branch network; Multiple decision problem; Testing hypothesis; Unbiased tests","Additivity; Compatibility conditions; Decision problems; Efficiency analysis; Loss functions; Testing hypothesis; Efficiency","English",Conference Paper,Scopus,2-s2.0-84893440256
"Tsukanova O.A., Maltseva S.V.","56022228800;56022395900;","Spread of influence on the basis of the graph models in network community state space",2013,"Proceedings - 2013 IEEE 10th International Conference on e-Business Engineering, ICEBE 2013",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893340699&doi=10.1109%2fICEBE.2013.73&partnerID=40&md5=5c674a3c139d176642213c4e71cd62f1","Different types of graph models for network community information-resource potential modeling are considered. Both the agent structure and the information structure of the network community are described. Hypotheses of the influence spread on the basis of the graph models are put forward. Dynamic behavior of the network community is described. © 2013 IEEE.","Graph models; Network community; Spread of influence","Electronic commerce; Agent structure; Dynamic behaviors; Graph model; In networks; Information resource; Information structures; Network communities; Spread of influence; Graph theory","English",Conference Paper,Scopus,2-s2.0-84893340699
"Komarov M.M., Nemova M.D.","6603888073;56023152700;","Emerging of new service-oriented approach based on the Internet of Services and Internet of Things",2013,"Proceedings - 2013 IEEE 10th International Conference on e-Business Engineering, ICEBE 2013",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893285737&doi=10.1109%2fICEBE.2013.66&partnerID=40&md5=5a4d2d5d0d46ed984d6f2a00c68358c6","The article is viewing basic notions of the Internet of the Future: Internet services, Internet of things and cloud computing. Due to advances in technology and the rapid growth of online services, social networks and mobile applications a significant number of new and inventive web-based service models have been introduced. There are many discussions and definitions of the Web 3.0, some resources claim to work according to that concept definitions. Although online resources and services are having an impact on more traditional way of doing business, there are new technological issues raised by the Internet of Services and Internet of Things aspects with their influence on customer interactions. In this paper also resources for Internet of Services customers are explained. Author is focused on the applicability of Internet of Services and Internet of Things for the business purposes under the new concept - social web of things as another step of globalization. © 2013 IEEE.","Cloud computing; Internet of services; Internet of things; Social web of things; Web 3.0","Cloud computing; Electronic commerce; Information services; Internet of things; Social sciences computing; Concept definitions; Customer interaction; Internet of Services; Internet of the futures; Internet services; Mobile applications; Web 3.0; Web-based service; Web services","English",Conference Paper,Scopus,2-s2.0-84893285737
"Lepskiya A.","56116983700;","Estimation of conflict and decreasing of ignorance in dempster-shafer theory",2013,"Procedia Computer Science",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891788488&doi=10.1016%2fj.procs.2013.05.142&partnerID=40&md5=5d84753671d8177186d32ab3ab8ca633","In the paper the indices for estimation of conflict and decreasing of ignorance in frame of Dempster-Shafer theory are introduced. Those indices are analyzed on the bodies of evidences of special type. It is shown that the great correlation between the bodies of evidence is a sufficient condition of decreasing of ignorance after the applying of combining rule. © 2013 The Authors. Published by Elsevier B.V.","Combining rules; Dempster-Shafer theory; Measure of conflict; Measure of variation of ignorance",,"English",Conference Paper,Scopus,2-s2.0-84891788488
"Voskov L.S., Tsyganov S.V.","35367655200;56997104600;","The interference problem for wireless networks in automation systems of industrial enterprises: The statement and a solution method",2013,"Automation and Remote Control",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891554240&doi=10.1134%2fS0005117913120229&partnerID=40&md5=e9ae2b3960d48a85f4c09f5bba5e72de","The interference problem is considered for modern wireless computer networks (IEEE 802.11 WLAN and IEEE 802.15 WPAN) during their operation within a common frequency range in automation systems of industrial enterprises. A universal technique is suggested for solving this problem based on estimating the energy component of the signals. As an example, two special cases of the estimation procedure are considered using an IEEE 802.15.4 standard device. © 2013 Pleiades Publishing, Ltd.",,"Automation; Standards; Automation systems; Energy components; Estimation procedures; Frequency ranges; IEEE 802.15.4 standards; Industrial enterprise; Interference problems; Wireless computer networks; Problem solving","English",Article,Scopus,2-s2.0-84891554240
"Pirkovskii A.Yu.","6507150595;","Quantum polydisk, quantum ball, and q-analog of Poincaré's theorem",2013,"Journal of Physics: Conference Series",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891090170&doi=10.1088%2f1742-6596%2f474%2f1%2f012026&partnerID=40&md5=3d2c3d3eddd944d8aae1f9f6adb179ca","The classical Poincaré theorem (1907) asserts that the polydisk Dn and the ball Bn in ℂn are not biholomorphically equivalent for n ≥ 2. Equivalently, this means that the Fréchet algebras O(Dn) and O(Bn) of holomorphic functions are not topologically isomorphic. Our goal is to prove a noncommutative version of the above result. Given q ε ℂ \ {0}, we define two noncommutative power series algebras Oq(Dn) and Oq(Bn), which can be viewed as q-analogs of O(Dn) and O(Bn), respectively. Both Oq(Dn) and Oq(B n) are the completions of the algebraic quantum affine space O regq (Cn) w.r.t. certain families of seminorms. In the case where 0 &lt; q &lt; 1, the algebra Oq(Bn) admits an equivalent definition related to L. L. Vaksmans algebra C q(B̄n) of continuous functions on the closed quantum ball. We show that both Oq(Dn) and Oq(B n) can be interpreted as Fréchet algebra deformations (in a suitable sense) of O(Dn) and O(Bn), respectively. Our main result is that Oq(Dn) and Oq(Bn) are not isomorphic if n ≥ 2 and |q| = 1, but are isomorphic if |q| ≠ 1.",,"Functions; Topology; Affine space; Continuous functions; Holomorphic functions; Non-commutative; Poincare; Power series; Q-analogs; Seminorms; Algebra","English",Conference Paper,Scopus,2-s2.0-84891090170
"Thurner T.W., Proskuryakova L.N.","23978154900;55252644100;","Collaborative research in energy efficiency and renewable energy: Evidence from 5 years of US-Russian research cooperation",2013,"Journal of Research Practice",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888384598&partnerID=40&md5=96a12046a9419a4eb6bdb680600539e3","We reviewed the output of research and innovation cooperation between Russia and the US, including publications and patents, in the four prospective areas of energy efficiency and renewable energy during 2007-2011. Joint US-Russia research groups appear to focus primarily on hydrogen energy (fuel cells), followed by solar photovoltaics. The upcoming areas of smart grid and biofuels were left out entirely both from research and innovation collaboration. Russian patents in green energy technologies registered in the US are very low in comparison to those from Japan, Korea, and China. © 2013 Journal of Research Practice and the authors.","Bibliometric analysis; Energy efficiency; Patent analysis; Renewable energy; Research collaboration; Science and technology",,"English",Article,Scopus,2-s2.0-84888384598
"Gordin V., Trabskaya J.","55903521700;55904574600;","The role of gastronomic brands in tourist destination promotion: The case of St. Petersburg",2013,"Place Branding and Public Diplomacy",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886466864&doi=10.1057%2fpb.2013.23&partnerID=40&md5=849b4250b920ae470ff8ee5988593572","This article focuses on a significant component of tourist destination attractiveness, namely, territorial gastronomic branding. Some destinations boast a specific gastronomic brand, while others do not have a clearly defined 'gastronomic face'. Moreover, some territories lack the 'food basis' or unique gastronomic resources, such as a brand product or local cuisine, for creating such a brand. The authors undertook an investigation of whether a territorial gastronomic brand can be formed when a region lacks a definite 'food basis'. What is the basis for creating a regional gastronomic brand (RGB)? Does the 'food basis' always form the nucleus of a gastronomic brand? Or within the framework of the experience economy, is a 'non-culinary', 'non-food' addition sufficient for creating an RGB? The authors argue that the basis for a gastronomic brand can be traced to the cultural and historic traditions of the region. The authors focus on possible ways of forming gastronomic brands in multicultural cosmopolitan cities where authentic gastronomic brands are blurred to a great extent. Specifically, the research focuses on St. Petersburg, which is a prototypical multicultural city lacking a pure 'food basis' for forming a territorial gastronomic brand.",,,"English",Article,Scopus,2-s2.0-84886466864
"Bolotova A.","56005251600;","The time aspects of verbal and non-verbal communication",2013,"International Journal of Interdisciplinary Studies in Communication",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884747433&doi=10.18848%2f2324-7320%2fCGP%2fv07i01%2f53617&partnerID=40&md5=af9b94357ffa58cbaf593219ed07c86d","Cognitive behavior in interpersonal relations is always connected with time characteristics such as consequence, rhythm, succession of actions, etc. In our research, we made an attempt to determine the role of time parameters in the development of the following social communications: a) interpersonal relations realization; b) development of communicative acts; and c) time characteristics of the process of social behavior structuring. We had the intention of showing the role of time in acquiring and mastering social contacts. In our research, we outlined a number of methods to develop time competence, various conscious and unconscious ways to organize time, and to create an atmosphere of understanding, acceptance, and trust in the process of interpersonal non-verbal communication. It can be noted that time characteristics of social behavior and its non-verbal manifestation can exert a positive influence on a person's communicative activity, and determine their time competence in communication. Ignoring time parameters of self-realization and self-actualization of personality introduces a certain destructive element in the process of interpersonal relations. Hence, there arises the necessity of teaching communicative competence in communication. Teaching is fulfilled in the process of training and includes several stages: introductory stage, stages of intensification, integration, avoidance, etc. Thus, time management and the process of teaching time management allow revealing time resources of self-organization of personality in their lifetime. © Common Ground, Alla Bolotova, All Rights Reserved.","Interpersonal Relations; Time Aspects; Verbal and Non-verbal Communication",,"English",Article,Scopus,2-s2.0-84884747433
