Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Achkasov Yu.K., Pilnik N.P.",57194382561;56010257000;,Income tax effect on economic performance in terms of endogenous choice between labor and enterprise market,2017,Zhournal Novoi Ekonomicheskoi Associacii,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019885050&partnerID=40&md5=b3c9d2d9e1aef61e8e86e23bc5f4b166,"The paper presents the general equilibrium model describing the interaction between heterogeneous agents, chosing between the labor market and business, and the government, which is responsible for collecting the tax on profits of private entrepreneurs and the redistribution of funds received. Each agent has one unit of labor, and he is a neutral to the risk and indifferent to the individual leisure. An agent have two variants of behavior: he can become wage-worker in a perfectly competitive labor market and receive at the same time the equilibrium wage. Another option - he can open his own company (which he devoted all his time), and hire workers in the labor market. Every entrepreneur has a production function depending on his managerial ability. Businessman chooses the optimal amount of hired labor that maximizes his profit. It is shown that the introduction of an extremely small tax does not affect the aggregate output in the economy, and increases the supply of labor and reduces wages. A further increase in the tax rate leads to a growing negative impact on the total supply of the product. It is shown that these conclusions are correct in the case where the tax base is an accounting rather than economic profit. The introduction of the tax on economic profit in fact coincide with the simultaneous introduction of tax on accounting profit and wages, with the result that the parameters do not change the balance in the economy. Consequences of imposition of a income tax on the basic parameters of equilibrium are estimated.",General equilibrium; Income tax; Labor supply; Self-employment,,Russian,Article,Scopus,2-s2.0-85019885050
"Lyashok V.Yu., Roshchin S.Yu.",57194379577;57038772900;,Young and older workers in the Russian labor market: Are they competitors?,2017,Zhournal Novoi Ekonomicheskoi Associacii,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019848137&partnerID=40&md5=f57cd0e793f5bdd5763e28315d0cede3,"This article explores possible competition between the young and older workers in Russia. For the last 15 years, the employment level of 60-64 year old people rose while the employment level of 20-24 year old people fell and their unemployment was near constant. In the article, we show that this trends were independent. First, because of the peculiar properties of supply and demand of young and older people's labor force, direct competition between two groups is limited. By the supply side young and older workers have significant differences in qualifications they have. By the demand side even though their wages are almost equal, workplaces they occupy are also different if we compare them with the jobs occupied by 30-49 year old workers. Second, we used regional characteristics of the labor market and showed that there is no effect of the one of the groups' employment on the employment and unemployment of the other group. Therefore, the young and the older workers are not competitors on Russian labor market. On the contrary specialization of each group on their own professions and sectors creates the possibility for interaction in Russia. That is why we can expect position of young people in labor market wouldn't change after rising of pension age in Russia.",Competition on labor market; Employment rate; Labor market; Pension reform; Regional labor markets,,Russian,Article,Scopus,2-s2.0-85019848137
"Savinskaya O.B., Dudchenko O.N., Mytil A.V.",56626130000;57193833038;26644440300;,The methodical audit of independent quality evaluation in social sphere: Possibilities and limitations,2017,Zhurnal Issledovanii Sotsial'noi Politiki,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019051304&doi=10.17323%2f1727-0634-2017-15-1-97-112&partnerID=40&md5=e03a3e1e428ec4562939ca7fd6a073b3,"The independent evaluation of quality (IEQ) in welfare organizations is relatively new tool in public administration, which has acquired institutional and legislatively regulated characteristics in recent years (2013-2015). A review of how such evaluation are defined is presented, as in this context that the scope and limitations of IEQ are fixed. Firstly, IEQ produces an evaluation of the conditions and resources behind social programs, rather than considering their products, effects or impact. Secondly, the indicators and criteria used for evaluation are determined in advance and legally regulated. Finally, IEQ is focused on providing a summative rating of organizations or, in other words, employing a linear model of measurement of institutional activity. To overcome these constraints, the inclusion of additional data collection methods could be implemented to gain a more holistic evaluation of the conditions and resources of the organization. This article explores the methodical audit of IEQ; this entails looking at the relevance of chosen techniques of data gathering and the construction of rating scales. The empirical basis of this paper emerges from the application of IEQ methodology to rate twenty-eight Moscow-based centres that provide social assistance to families and children. The use of a mixed methods research (MMR) and, in particular, the design of additional covering allowed diverse data to be gathered; the process of comparing and integrating this data was described in detail method by methods. Presented here are examples of how to combine standardized and participative observation, visual data and field notes, formalized survey and 'interviews with interviewers'. The indicators and scales for rating constrictions and their interpretation are discussed in the second part of article. The need for normalization and weighting among chosen indicators is also debated. In conclusion, the main findings on the public role of IEQ are summarized, as well as its importance for changes to management within welfare organizations, public administration in a whole, and social service beneficiaries. © 2017 The Journal of Social Policy Studies.",Independent evaluation of quality (IEQ); Methodical audit; Mixed methods research; Social policy for families with children,,Russian,Article,Scopus,2-s2.0-85019051304
"Ademukova N.V., Dovbysh O.S., Chumakova V.P., Kiriya I.V.",57194176934;56554184600;57194171603;57202616795;,The role of state contracts in shaping social responsibility among Russia's regional mass media,2017,Zhurnal Issledovanii Sotsial'noi Politiki,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019046232&doi=10.17323%2f1727-0634-2017-15-1-81-96&partnerID=40&md5=9797c49d4c0c4d5af3b892ab0831e396,"The article examines how social models of mass media are implemented in modern Russia, with a special focus on regional media markets, which have specific institutional conditions. This includes the absence of public service media as an institutional force and the powerful paternalistic role played by the Russian state. These conditions have resulted in the emergence of a special set of mechanisms at play in the social functioning of mass media in Russia; that of state 'informational contracts'. This research is based on a comprehensive database of these contracts, including all contracts signed between state agencies and media companies from 2011 to 2014 in four Russian regions: The Republic of Tatarstan, Tomsk region, Rostov region, and the Republic of Mordovia. The implementation of a quantitative analysis demonstrated a number of inequalities between the regions of this sample. One area where dramatic differences could be observed was in the amount of financing and the number of signed contracts. More often than not state customers came from government bodies while, in contrast, the media suppliers were commercial companies. The main media channels used to spread the information specified in the contracts were common to all the regions, both in press media and television. A significant part of the contracts from our database concern how the activities of regional and municipal authorities are to be covered. However, there is an uneven share of contracts with such topics in the regions from the sample. What is revealed is how prevalent such informational contracts are in regional media markets, to the extent that they have become an embedded practice. It would be misleading to interpret this as no more than a form of state support to media outlets struggling from a lack of advertising revenue in the regions; these contracts also allow mass media to fulfill a version of social responsibility. At the same time, state intervention and the lack of control from the audience lead to a situation where socially significant information is closely intertwined with ensuring to loyalty to the authorities. By providing funds and playing the role of customers, the state authorities offer their own interpretation of what items are of 'social and public significance' to them, as well as deciding the level of attention given to certain topics in the mass media. © 2017 The Journal of Social Policy Studies.","Media market, information contracts, social function of media, Rostov region, Tomsk region, Republic of Tatarstan, Republic of Mordovia",,Russian,Article,Scopus,2-s2.0-85019046232
"Sizova I.L., Chilipenok Y.Y.",56195417000;57190308094;,Social responsibility within labour relations among the employers in small and medium businesses,2017,Zhurnal Issledovanii Sotsial'noi Politiki,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019044551&doi=10.17323%2f1727-0634-2017-15-1-67-80&partnerID=40&md5=87b6654ff5e94a4eb6847fa1af959e11,"The issue of SME employers as a subject of social and labor relations is rarely discussed in the academic literature. At the same time, studying the activity of employers in developing entrepreneurship, taking risks and seeing opportunities in this area is important to foster understanding how social relations are configured in business. The theoretical framework of this study was based on classic and modern trends and the use of social and labor relations models in a market economy. It was also inspired by research done on the condition of social and labor relations in Russia as a whole, and in SME specifically. The empirical base of the research was made up of in-depth interviews with employers, owners and hired top managers of SMEs in Nizhny Novgorod and the Nizhny Novgorod Region. The findings suggest that a specific understanding and implementation of employers of subjectivity in social and labor relations exist, which are mainly aimed at preserving minimum guarantees and motivation for employees. On the other hand, the employer's problems are isolated and in most cases resolved in the course of natural adaptation and adjustment to the situation. The employers only partially control employment in their area and do not consider it necessary to participate in managing this. Subjectivity is truncated but this allows the employer to maintain a balance of relations at the micro level in case of conflict and interdependencies when relations of domination cannot be simply reduced to raw arbitrariness. With such a view the employer plays the role of the driving factor, although in this case it is in essence only a minimalist account of the interests and needs of employees. © 2017 The Journal of Social Policy Studies.",Employer; Labour relations; Small and medium business; State,,Russian,Article,Scopus,2-s2.0-85019044551
"Shakina E., Molodchik M., Barajas A.",55266716300;55388213700;35572693800;,Endogenous value creation: managerial decisions on intangibles,2017,Management Research Review,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018751994&doi=10.1108%2fMRR-01-2016-0026&partnerID=40&md5=bc3754e6b5500fedea3171bd3a345ddd,"Purpose: This study aims to explore value creation through intangibles in corporations, taking into consideration the endogenous nature of managerial decisions. It is stated that intangibles bring extra information asymmetry into a company and make managers and investors’ goals less aligned. Design/methodology/approach: A theoretical model is elaborated and empirically tested on the assumption that managers, while investing in intangibles, simultaneously make a company competitive and attractive to investors. The authors use a conceptual model of endogenous value creation to test how intangibles affect outperforming of a company and provoke the expectations of investors. The research is carried out on a sample of more than 1,650 European companies covering the period from 2004 to 2011. Structural equation modelling is applied for the purposes of empirical analysis. Findings: The authors reveal a diverse impact of intangibles on outperforming of a company measured by economic value added and its ability to create market value. The study discovers that managers are prone to indicate positive signals to investors rather than create sustainable competitive advantages. Practical implications: This research emphasizes on the particular importance of awareness of policymakers, namely, companies’ top managers, about the outcomes of their decisions. Decision-making in public companies should involve as much deliberation as possible about the potential impact of what is decided. Originality/value: This work contributes primarily to the field of corporate finance in companies that use intangibles. The endogenous process of value creation is modelled and tested. As a result, a number of essential problems in agent relationships in intangible-intensive corporations are discovered. © 2017, © Emerald Publishing Limited.",Intangibles; Intellectual capital; Investment attractiveness; Structural equation modelling (SEM); Value creation,,English,Article,Scopus,2-s2.0-85018751994
"Kiselyova N.N., Dudarev V.A.",6602288988;7003666052;,Creating inorganic chemistry data infrastructure for materials science specialists,2017,Communications in Computer and Information Science,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018695935&doi=10.1007%2f978-3-319-57135-5_16&partnerID=40&md5=bd72ca07a27ee4ce979343426dcb73b3,"The analysis of the large infrastructure projects of information support of specialists realized in the world in the field of materials science is carried out (MGI, MDF, NoMaD, etc.). The brief summary of the Russian information resources in the field of inorganic chemistry and materials science is given. The project of infrastructure for providing the Russian specialists with data in this area is proposed. © Springer International Publishing AG 2017.",Information support in materials science; Inorganic substances and materials; Materials science database integration,Computer science; Computers; Data infrastructure; Database integration; Information resource; Information support; Infrastructure project; Inorganic chemistry; Inorganic compounds,English,Conference Paper,Scopus,2-s2.0-85018695935
"Styrin E., Luna-Reyes L.F., Harrison T.M.",53865533400;6507246484;56362971400;,Open data ecosystems: an international comparison,2017,"Transforming Government: People, Process and Policy",19.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018692375&doi=10.1108%2fTG-01-2017-0006&partnerID=40&md5=3762b80c16e133c4b423a8da52df2c92,"Purpose: In this paper, the authors compare the open government data (OGD) ecosystems of Mexico, Russia and the USA in an effort to extract some of the major points of similarity and differentiation between these countries and to trace how variations in these ecosystems may be related to context-specific historical problems and politics, particularly with regard to the possibility of sustained and institutionalized practice. Design/methodology/approach: The authors take a comparative approach, using a set of concepts commonly applied to the three countries to analyze similarities and differences within this group. The authors gathered textual data and information, the searches for relevant documents guided by a set of concepts or criteria that are frequently used in studies of government’s open data readiness assessment. Findings: The authors conclude by focusing on the very different national exigencies that have given rise to open data ecosystems in the three countries, the variations in policy vehicles and implementation schemes that have instantiated open data practices within the three ecosystems and the common challenges that each country faces in institutionalizing OGD programs beyond the tenures of their current executives. Originality/value: OGD is an information policy with near global relevance and increasing application. Practitioners and scholars alike have used the concept of an “ecosystem” to guide their approach to implementing this policy and to theorizing its scope and benefits. The international comparison is original and adds to the current understanding of an ecosystem approach to OGD. © 2017, © Emerald Publishing Limited.",Comparative research; Information policy; Open data; Open data ecosystem; Open government,,English,Article,Scopus,2-s2.0-85018692375
"Kolesnikov A.V., Milman E.",7101682128;57203632739;,Sharp Poincaré-type inequality for the gaussian measure on the boundary of convex sets,2017,Lecture Notes in Mathematics,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018476318&doi=10.1007%2f978-3-319-45282-1_15&partnerID=40&md5=9e301eb161ecfb9111eee50cdabcdac0,"A sharp Poincaré-type inequality is derived for the restriction of the Gaussian measure on the boundary of a convex set. In particular, it implies a Gaussian mean-curvature inequality and a Gaussian iso-second-variation inequality. The new inequality is nothing but an infinitesimal equivalent form of Ehrhard’s inequality for the Gaussian measure. While Ehrhard’s inequality does not extend to general CD(1, ∞) measures, we formulate a sufficient condition for the validity of Ehrhard-type inequalities for general measures on ℝn via a certain property of an associated Neumann-to-Dirichlet operator. © Springer International Publishing AG 2017.",,,English,Book Chapter,Scopus,2-s2.0-85018476318
"Babkin E., Malyzhenkov P., Rossi F.",6701533991;54783108900;55602794200;,The perspectives of DEMO application to COSO internal audit framework risks mitigation,2017,Lecture Notes in Business Information Processing,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018390780&doi=10.1007%2f978-3-319-57955-9_5&partnerID=40&md5=ad07a6c421c095a5d5c8cf7191db9f03,"The Committee of Sponsoring Organizations of the Treadway Commission (COSO) Framework is one of the most diffused internal audit (IA) tools. According to some sources 82% of companies use it realizing the IA procedures as their reference framework. Still, it presents some limitations, especially in the field of risk assessment linked to the weak formal distinction between the framework itself (the organizational structures and policies realized to promote, integrate and improve the management of risk) and the process used for risk management (the operations realized to assess, treat and monitor the risk). So, the formal separation of the organizational level from the aspects which the framework seeks to integrate into all critical organizations processes where decisions are made is needed. The COSO framework was realized on the base of principles-based approach. So, the aim of the present paper is to describe the formal approach based on DEMO methodology tools oriented to the elimination or mitigation of limits inherent to COSO framework. © 2017, Springer International Publishing AG.",COSO framework; DEMO; Interaction model; Internal audit,Network function virtualization; Risk management; COSO framework; DEMO; Formal approach; Interaction model; Internal audit; Organizational levels; Organizational structures; Reference frameworks; Risk assessment,English,Conference Paper,Scopus,2-s2.0-85018390780
"Kravchenko E., Zappalà S.",57193991410;56546615500;,Collective organizational efficacy and collective work engagement in internationalized companies: The moderating role of specific collective organizational efficacy,2017,Psicologia Sociale,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018160174&doi=10.1482%2f86088&partnerID=40&md5=e77f57fe4405c4ee4e8ae79100cc0e76,"The present study examines whether the positive relationship, observed in previous study, between self-efficacy and work engagement is observed also at the collective level, between collective organizational efficacy and collective work engagement. Moreover, the moderating role of specific collective organizational efficacy is analysed. A questionnaire, administered to 358 employees from 13 Italian companies of the Food & Beverage sector, included three scales: 1) general collective organizational efficacy scale (Bohn, 2010); 2) specific collective organizational efficacy in internationalization, developed for the present study, and 3) collective work engagement scale. Results showed a positive relationship between collective organizational efficacy and collective work engagement. Specific collective organizational efficacy moderates the effect only for the vigor and absorption dimensions of collective work engagement, suggesting that employees are engaged in their job when they perceive that the organization is very effective, or ineffective, in general and in a specific task. The practical implications of the results of the present study are discussed.",Collective organizational efficacy; Collective work engagement; Firm internationalization; Work-engagement,,English,Review,Scopus,2-s2.0-85018160174
"Meissner D., Carayannis E.G.",55337583500;7006225155;,Value generation from industry-science linkages in light of targeted open innovation,2017,Journal of Knowledge Management,9.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017594399&doi=10.1108%2fJKM-11-2016-0510&partnerID=40&md5=28f13b9272afa3fbf9ae31eb02587020,"Purpose: This paper aims to provide a substantial overview of features and channels of knowledge and technology transfer in light of achieving impact from science and research. Design/methodology/approach: The paper is conceptual with substantial desk research undertaken. A taxonomy of transfer channels is proved and levels of impact from STI proposed. Findings: It is found that there are different levels of value generated from science, technology and innovation, each featuring different stakeholders with different agendas and expectations. It is argued that to make knowledge and technology transfer impactful and sustainable, a long-term and holistic view and approach is required. Originality/value: Against most papers about technology and knowledge transfer, this work presents an overarching overview of objects, channels and features of partners involved in transfer. It is features technology and knowledge transfer from a holistic perspective and provides useful background for future empiric studies and impact assessments. © 2017, © Emerald Publishing Limited.",Knowledge transfer; Open innovation; Public research; Technology transfer,,English,Article,Scopus,2-s2.0-85017594399
"Gusein-Zade S.M., Natanzon S.M.",6701783976;6603742412;,Klein foams as families of real forms of Riemann surfaces,2017,Advances in Theoretical and Mathematical Physics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017255162&doi=10.4310%2fATMP.2017.v21.n1.a4&partnerID=40&md5=484831ec28e33ac6bfcf58f3797e8554,"Klein foams are analogues of Riemann surfaces for surfaces with one-dimensional singularities. They first appeared in mathematical physics (string theory etc.). By definition a Klein foam is constructed from Klein surfaces by gluing segments on their boundaries. We show that, a Klein foam is equivalent to a family of real forms of a complex algebraic curve with some structures. This correspondence reduces investigations of Klein foams to investigations of real forms of Riemann surfaces. We use known properties of real forms of Riemann surfaces to describe some topological and analytic properties of Klein foams.",,,English,Article,Scopus,2-s2.0-85017255162
"Valeeva D., Dokuka S., Yudkevich M.",56597991300;57022216100;25924090500;,How academic failures break up friendship ties: Social networks and retakes,2017,Voprosy Obrazovaniya,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017105855&doi=10.17323%2f1814-9545-2017-1-8-24&partnerID=40&md5=ee7b427e7b7950980b4d7c5de71111ff,"Student academic failures have been traditionally explained by their abilities, socioeconomic status, institutional and social environment. However, the same factors are ignored by researchers when it comes to students at risk of dropping out. Using data about dynamic social networks, we study changes in the status of students with retakes. It was revealed that over time students with low academic achievements become socially isolated that increases their risk of dropping out. The article offers recommendations on surmounting such isolation and contributes to studies of social engagement of students in institutional and social environment.",Academic achievement; Academic failure; Dropout; Engagement; Group dynamics; Higher education; Social isolation; Social networks,,Russian,Article,Scopus,2-s2.0-85017105855
"Molodchik M., Jardon C.M.",55388213700;6506804139;,Intellectual capital as enhancer of product novelty: An empirical study of Russian manufacturing SMEs,2017,Journal of Intellectual Capital,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016273120&doi=10.1108%2fJIC-06-2016-0059&partnerID=40&md5=091e6846c8e3a13689e12fcb1079a87e,"Purpose: The purpose of this paper is to theoretically justify the link between the endowment of intellectual capital (IC) and product novelty, and to find empirical evidence for such a link for small and medium-sized enterprises (SMEs) in the Russian business environment. Design/methodology/approach: The study implements an intellectual capital-based view and the concept of novelty proposed by Schumpeter to highlight the crucial role of knowledge for transition to a higher level of competition. Drawing on a literature review, the authors determine three specific components of IC: foreign human capital, information and communication technology (ICT) capital developed at an international level and cooperation with foreign partners in order to pinpoint a premier position on the next level of the market. For empirical testing of the proposed model, a data set comprising more than 1,400 Russian manufacturing SMEs was used. Estimations were performed with the help of a principal component analysis and ordinal logistic regression. Findings: The findings reveal that higher (IC) endowment promotes the level of product novelty. For Russian manufacturing SMEs, the most important is R&D capital. At the same time, ICT capital developed at an international level and cooperation with foreign partners contribute significantly to the probability of transition to a new market level. Research limitations/implications: The study employs cross-sectional data that restrict the analysis of innovation dynamics. Practical implications: The study appears to have policy implications for the development of governmental programmes for Russian SMEs such as the creation of IC awareness, training for IC management, special programmes for R&D support and ICT capital accumulation. Originality/value: This paper proposes a new approach for investigating the “knowledge-innovation” link, shifting the focus from a general analysis of product innovation to a level of novelty for product innovation. This is the first empirical study of the relationship between IC components and the level of product novelty for SMEs in the context of the Russian business environment. © 2017, © Emerald Publishing Limited.",Intellectual capital; Novelty level; Product innovation; Russia; SMEs,,English,Article,Scopus,2-s2.0-85016273120
"Shakina E., Barajas A., Molodchik M.",55266716300;35572693800;55388213700;,Bridging the gap in competitiveness of Russian companies with intangible bricks,2017,Measuring Business Excellence,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016082881&doi=10.1108%2fMBE-03-2016-0017&partnerID=40&md5=07dec1f27ee412566200f7f9913dfc68,"Purpose: The paper aims to explore factors of the low competitiveness of Russian companies assuming that the gap in the endowment of intangible resources is responsible for the gap in competitiveness. Design/methodology/approach: The framework of resources-based view is used to examine causality between the resources used and competitiveness measured by economic value added (EVA). Controlling for the most relevant factors, the authors place an emphasis on those intangible resources that are considered in the literature as being the most critical for Russian companies when contending for global competitiveness: productivity, strategic long-term orientation of companies, quality of human capital, innovative behavior of companies, foreign investments and corporate networks. The data set of more than 1,000 Russian companies benchmarked to the data set of more than 1,600 European companies during a period of 10 years: 2004-2013 is analyzed to test the hypothesis put forward. Findings: Causal effect of the gap in intangible endowment and competitiveness of Russian companies compared with European rivals is revealed. According to our analysis, gaps in productivity, strategy implementation, qualifications of the board of directors and company location play critical roles in the global competitiveness of Russian companies. Meanwhile, underinvestment in structural resources, such as enterprise resource planning (ERP) systems and other intangible assets, are considered positive factors that reduce gaps in EVA. Originality/value: The paper introduces original approach for studying the gap in performance caused by the gap in used resources. © 2017, © Emerald Publishing Limited.",Competitiveness; European companies; Intangible resources; Russian companies,,English,Article,Scopus,2-s2.0-85016082881
"Matveeva A.A., Poberezhnyi V.A.",57192921985;16307874300;,The one-dimensional Riemann problem on an elliptic curve,2017,Mathematical Notes,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015640801&doi=10.1134%2fS0001434617010114&partnerID=40&md5=6e5bb6a3e38eb4aa16a6e2d873ec316d,"A one-dimensional generalization of the Riemann–Hilbert problem from the Riemann sphere to an elliptic curve is considered. A criterion for its positive solvability is obtained and the explicit form of all possible solutions is found. As in the spherical case, the solutions turn out to be isomonodromic. © 2017, Pleiades Publishing, Ltd.",elliptic curve; logarithmic connection; Riemann problem,,English,Article,Scopus,2-s2.0-85015640801
"Saari T., Melin H., Balabanova E., Efendiev A.",57189043145;13409245000;13004746300;36008134200;,The job demands and resources as antecedents of work engagement: Comparative research on Finland and Russia,2017,Baltic Journal of Management,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015398244&doi=10.1108%2fBJM-05-2016-0112&partnerID=40&md5=709003010dfc0f55d9424e936f0eb26b,"Purpose: The purpose of this paper is to examine work engagement and its antecedents in two countries: Finland and Russia. The job demands-resources model provides the background theory for the analysis. Design/methodology/approach: This study uses a quantitative approach with a cross-sectional research design. The data were analysed using descriptive methods and stepwise logistic regression analysis. Findings: The overall level of work engagement was higher in Finland than in Russia. The opportunity to learn new skills at work was the strongest predictor of work engagement in both countries. The most significant difference was that once job demands and resources were taken into account, the managerial position had a strong effect on work engagement in Russia, while in Finland it had no significant effect. Practical implications: Knowledge about the antecedents of work engagement and especially the strong effect of opportunities to learn new skills could encourage organisations to provide their employees with development opportunities throughout their careers. Originality/value: This study adds to the limited comparative research on work engagement and its predictors. © 2017, © Emerald Publishing Limited.",Comparative research; Job demands; Job demands-resources (JD-R) model; Job resources; Work engagement,,English,Article,Scopus,2-s2.0-85015398244
"Usačheva M., Arkhangelskiy T.",57189376496;57189376991;,Grammaticalization of new cases in Beserman Udmurt,2017,Linguistica Uralica,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015006584&doi=10.3176%2flu.2017.1.03&partnerID=40&md5=2dab6f7b5840317412c2848c1be8ddcd,"The paper gives a detailed description of seven spatial nominal cases in the Beserman dialect of Udmurt, which do not exist in the literary language, namely, six personal local cases and the recessive. These cases are not fully grammaticalized and exhibit some properties rather more characteristic of relational nouns, which is their grammaticalization source. Moreover, we show that the approximative also shares some of these properties. Nevertheless, we demonstrate that the aforementioned units have enough case-like properties to be treated as (undergrammaticalized) cases. The study is based on our own field data collected in Udmurtia in 2010-2016. © 2017, Estonian Academy Publishers. All rights reserved.",Approximative; Beserman; Grammaticalization; Nominal morphology; Recessive; Spatial cases; Udmurt,,English,Article,Scopus,2-s2.0-85015006584
"Sokolov M., Safonova M., Chernetskaya G.",55378346000;55611603800;57193511416;,"Cultural capital, artistic tastes and status boundaries among Russian university students",2017,Mir Rossii,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014507808&partnerID=40&md5=1e2d42cbd93e8e3d282d1ac0e8caedb9,"This article tests Pierre Bourdieu's, and Richard Peterson's / Paul DiMaggio's theories of cultural consumption using data from a survey of students of an elite Russian university. While this sample is obviously not representative of general population, it arguably allows comparing crucial expectations arising from the two theories. Due to specifics of admission procedure, it included young people who were endowed with high levels of cultural capital (passing highly competitive exams) and those who were endowed with economic capital (paying high tuition fees) interacting with each other on an almost daily basis. It follows from Bourdieu's treatment of cultural capital that co-existence of members of different factions of societal elite would inevitably result in high cultural capital group rejecting the tastes of a less sophisticated audience and in this way establishing its superiority. In contrast, ""cultural omnivore""/""cultural mobility"" theory expects a more peaceful coexistence with high cultural capital group developing liking, rather than disliking, for objects consumed by low cultural capital group and using them as a communicative resource. An innovative aspect of this study is that, instead of using regressions to find correlations between quality and quantity of tastes and class position of individuals to whom these tastes belong, we rely on testing competing hypotheses concerning the organizations of spaces of tastes as such. The specific hypotheses derived specify (1) the overall distribution of artistic tastes (the polarization of the high- and the low-brow tastes vs centre-periphery structure with mainstream and consensual tastes in the middle), (2) homology of different forms of high culture vs segmented forms of cultural consumption, (3) distribution of accounts of liking as portrayed against the background of cultural knowledge. Generally, our findings yield full support for the cultural omnivore model. Counter the snob model, high cultural capital group demonstrates significantly more liking for the most familiar and accessible artistic figures, than low cultural capital group. We discuss the implications of these findings with regard to other aspects of Bourdieu's theoretical contributions and our understanding of status boundaries in modern Russia.",Bourdieu; Cultural capital; Cultural consumption; Cultural omnivorousness; Social space (mapping); Status boundaries,,Russian,Article,Scopus,2-s2.0-85014507808
"Mokhov S.V., Zotova V.A.",57193512143;57194171091;,"The case of the fence, table and bench: Orders of worth in the allocation of places within a cemetery",2017,Zhurnal Issledovanii Sotsial'noi Politiki,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014480001&doi=10.17323%2f1727-0634-2017-15-1-21-36&partnerID=40&md5=fd540cab7b8ab530c40f941d31ffcab0,"In this article, different justifications underlying practices of burial and land use in a public municipal cemetery outside the village of Isheyevka are considered. We describe and interpret the ideas of justice operating in this location, as well as revealing the influence of the cultural and social context on the formation of similar practices. The empirical base of the article was taken from a court case in Ulyanovsk Regional Court, which concerned a conflict between two women, both of whom resided in a nearby workers' settlement. At the heart of the judicial proceeding was a struggle to obtain a place in the public municipal cemetery and install a fence, table and bench there. The participants in this dispute were convinced of the legitimacy of their respective claims and, in 2013, they referred the matter to Ulyanovsk Regional Court, which was forced to rule on 'shadow' practices not typically regulated by the law. From the standpoint of a regulatory approach, informal practices are viewed as a response to inconsistencies in federal, regional and local regulations over ritual burial services. However, the cultural and social context still must be clarified, and it is here there are two conclusions that can be drawn. Firstly, Russia's funeral services market is still very much in the shadow of Soviet funeral practices, where the main prerogative was to delegate all burial responsibilities to municipalities. This meant that for a number of decades it was common practice for many Soviet citizens to bury their relatives by themselves; this includes making graves and coffins, and searching for a burial place. In examining this court case we find that many of these practices continue to exist in modern Russia. Secondly, the practice of allocating space in the cemetery itself is a complex form of bargaining and agreement, often based on local traditions. Thus, this practice became a resource of justification for the claims of plaintiffs', creating their special order of worth. This study shows, above all, how different orders of worth confront and interact with one another. © 2017 The Journal of Social Policy Studies.",Case-study; Cemetery; Informal practices; Justification,,Russian,Article,Scopus,2-s2.0-85014480001
"Frei O., Apishev M.",57022216400;57022229800;,Parallel non-blocking deterministic algorithm for online topic modeling,2017,Communications in Computer and Information Science,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014297245&doi=10.1007%2f978-3-319-52920-2_13&partnerID=40&md5=20c8bf85d36ef1a561765243f48cf6af,"In this paper we present a new asynchronous algorithm for learning additively regularized topic models and discuss the main architectural details of our implementation. The key property of the new algorithm is that it behaves in a fully deterministic fashion, which is typically hard to achieve in a non-blocking parallel implementation. The algorithm had been recently implemented in the BigARTM library (http://bigartm. org). Our new algorithm is compatible with all features previously introduced in BigARTM library, including multimodality, regularizers and scores calculation. While the existing BigARTM implementation compares favorably with alternative packages such as Vowpal Wabbit or Gensim, the new algorithm brings further improvements in CPU utilization, memory usage, and spends even less time to achieve the same perplexity. © Springer International Publishing AG 2017.",Additive regularization of topic models; Asynchronous and parallel computing; BigARTM; EM-algorithm; Online learning; Probabilistic topic modelling; Stochastic matrix factorization,Factorization; Image analysis; Stochastic models; Stochastic systems; BigARTM; EM algorithms; Online learning; Stochastic matrices; Topic model; Learning algorithms,English,Conference Paper,Scopus,2-s2.0-85014297245
